site_code,borough,lat,lon,sensor_type,year,month,month_name,pollutant,value,date,averaging_period,site_name
W2,Wandsworth,51.4592,-0.1893,Automatic,2022,7,Jul,NO2,26.1,2022-07,Month,W2
W2,Wandsworth,51.4592,-0.1893,Automatic,2022,8,Aug,NO2,24.8,2022-08,Month,W2
W2,Wandsworth,51.4592,-0.1893,Automatic,2022,9,Sep,NO2,28.7,2022-09,Month,W2
W2,Wandsworth,51.4592,-0.1893,Automatic,2022,10,Oct,NO2,33.2,2022-10,Month,W2
W2,Wandsworth,51.4592,-0.1893,Automatic,2022,11,Nov,NO2,38.1,2022-11,Month,W2
W2,Wandsworth,51.4592,-0.1893,Automatic,2022,12,Dec,NO2,42.8,2022-12,Month,W2
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,1,Jan,NO2,39.7,2022-01,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,2,Feb,NO2,36.2,2022-02,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,3,Mar,NO2,33.1,2022-03,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,4,Apr,NO2,30.5,2022-04,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,5,May,NO2,27.3,2022-05,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,6,Jun,NO2,24.8,2022-06,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,7,Jul,NO2,23.4,2022-07,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,8,Aug,NO2,22.1,2022-08,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,9,Sep,NO2,25.9,2022-09,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,10,Oct,NO2,29.8,2022-10,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,11,Nov,NO2,34.2,2022-11,Month,W3
W3,Wandsworth,51.4548,-0.1927,Automatic,2022,12,Dec,NO2,37.9,2022-12,Month,W3
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,1,Jan,NO2,43.8,2022-01,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,2,Feb,NO2,40.1,2022-02,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,3,Mar,NO2,36.7,2022-03,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,4,Apr,NO2,33.4,2022-04,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,5,May,NO2,30.2,2022-05,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,6,Jun,NO2,26.9,2022-06,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,7,Jul,NO2,25.5,2022-07,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,8,Aug,NO2,24.2,2022-08,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,9,Sep,NO2,28.1,2022-09,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,10,Oct,NO2,32.6,2022-10,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,11,Nov,NO2,37.3,2022-11,Month,W4
W4,Wandsworth,51.4563,-0.1938,Automatic,2022,12,Dec,NO2,41.5,2022-12,Month,W4
R1,Richmond,51.4613,-0.3037,Automatic,2022,1,Jan,NO2,28.4,2022-01,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,2,Feb,NO2,25.9,2022-02,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,3,Mar,NO2,23.7,2022-03,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,4,Apr,NO2,21.8,2022-04,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,5,May,NO2,19.4,2022-05,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,6,Jun,NO2,17.2,2022-06,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,7,Jul,NO2,16.1,2022-07,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,8,Aug,NO2,15.3,2022-08,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,9,Sep,NO2,18.5,2022-09,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,10,Oct,NO2,21.9,2022-10,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,11,Nov,NO2,25.6,2022-11,Month,R1
R1,Richmond,51.4613,-0.3037,Automatic,2022,12,Dec,NO2,29.2,2022-12,Month,R1
R2,Richmond,51.4631,-0.3012,Automatic,2022,1,Jan,NO2,26.8,2022-01,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,2,Feb,NO2,24.3,2022-02,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,3,Mar,NO2,22.1,2022-03,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,4,Apr,NO2,20.2,2022-04,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,5,May,NO2,18.1,2022-05,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,6,Jun,NO2,16.2,2022-06,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,7,Jul,NO2,15.1,2022-07,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,8,Aug,NO2,14.3,2022-08,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,9,Sep,NO2,17.4,2022-09,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,10,Oct,NO2,20.8,2022-10,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,11,Nov,NO2,24.3,2022-11,Month,R2
R2,Richmond,51.4631,-0.3012,Automatic,2022,12,Dec,NO2,27.9,2022-12,Month,R2
R3,Richmond,51.4595,-0.3059,Automatic,2022,1,Jan,NO2,29.7,2022-01,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,2,Feb,NO2,27.1,2022-02,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,3,Mar,NO2,24.8,2022-03,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,4,Apr,NO2,22.9,2022-04,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,5,May,NO2,20.6,2022-05,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,6,Jun,NO2,18.4,2022-06,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,7,Jul,NO2,17.2,2022-07,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,8,Aug,NO2,16.4,2022-08,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,9,Sep,NO2,19.6,2022-09,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,10,Oct,NO2,23.1,2022-10,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,11,Nov,NO2,26.8,2022-11,Month,R3
R3,Richmond,51.4595,-0.3059,Automatic,2022,12,Dec,NO2,30.4,2022-12,Month,R3
M1,Merton,51.4098,-0.2108,Automatic,2022,1,Jan,NO2,35.2,2022-01,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,2,Feb,NO2,32.1,2022-02,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,3,Mar,NO2,29.4,2022-03,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,4,Apr,NO2,27.1,2022-04,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,5,May,NO2,24.8,2022-05,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,6,Jun,NO2,22.3,2022-06,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,7,Jul,NO2,21.1,2022-07,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,8,Aug,NO2,20.2,2022-08,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,9,Sep,NO2,23.8,2022-09,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,10,Oct,NO2,27.3,2022-10,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,11,Nov,NO2,31.2,2022-11,Month,M1
M1,Merton,51.4098,-0.2108,Automatic,2022,12,Dec,NO2,34.8,2022-12,Month,M1
M2,Merton,51.4076,-0.2089,Automatic,2022,1,Jan,NO2,33.8,2022-01,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,2,Feb,NO2,30.7,2022-02,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,3,Mar,NO2,28.1,2022-03,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,4,Apr,NO2,25.9,2022-04,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,5,May,NO2,23.6,2022-05,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,6,Jun,NO2,21.2,2022-06,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,7,Jul,NO2,20.1,2022-07,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,8,Aug,NO2,19.3,2022-08,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,9,Sep,NO2,22.7,2022-09,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,10,Oct,NO2,26.2,2022-10,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,11,Nov,NO2,30.1,2022-11,Month,M2
M2,Merton,51.4076,-0.2089,Automatic,2022,12,Dec,NO2,33.7,2022-12,Month,M2
M3,Merton,51.4119,-0.2127,Automatic,2022,1,Jan,NO2,36.5,2022-01,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,2,Feb,NO2,33.4,2022-02,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,3,Mar,NO2,30.7,2022-03,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,4,Apr,NO2,28.4,2022-04,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,5,May,NO2,26.1,2022-05,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,6,Jun,NO2,23.6,2022-06,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,7,Jul,NO2,22.4,2022-07,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,8,Aug,NO2,21.5,2022-08,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,9,Sep,NO2,25.1,2022-09,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,10,Oct,NO2,28.6,2022-10,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,11,Nov,NO2,32.5,2022-11,Month,M3
M3,Merton,51.4119,-0.2127,Automatic,2022,12,Dec,NO2,36.1,2022-12,Month ,M3
1,Merton,51.40717,-0.23096145,DT,2017,0,Annual,NO2,52.0,2017-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2018,0,Annual,NO2,48.0,2018-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2019,0,Annual,NO2,47.0,2019-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2020,0,Annual,NO2,34.3,2020-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2021,0,Annual,NO2,35.9,2021-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2022,0,Annual,NO2,36.1,2022-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2023,0,Annual,NO2,29.8,2023-01,Annual,Bushey Road
1,Merton,51.40717,-0.23096145,DT,2024,0,Annual,NO2,25.7,2024-01,Annual,Bushey Road
2,Merton,51.385135,-0.21240963,DT,2017,0,Annual,NO2,41.0,2017-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2018,0,Annual,NO2,37.0,2018-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2019,0,Annual,NO2,36.0,2019-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2020,0,Annual,NO2,26.8,2020-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2021,0,Annual,NO2,29.9,2021-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2022,0,Annual,NO2,24.7,2022-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2023,0,Annual,NO2,21.5,2023-01,Annual,Stonecot Hill
2,Merton,51.385135,-0.21240963,DT,2024,0,Annual,NO2,17.7,2024-01,Annual,Stonecot Hill
3,Merton,51.380584,-0.21764526,DT,2017,0,Annual,NO2,34.0,2017-01,Annual,A24 Jct Tudor Drive
4,Merton,51.398072,-0.22878234,DT,2017,0,Annual,NO2,37.0,2017-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2018,0,Annual,NO2,30.0,2018-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2019,0,Annual,NO2,30.0,2019-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2020,0,Annual,NO2,26.6,2020-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2021,0,Annual,NO2,27.5,2021-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2022,0,Annual,NO2,26.3,2022-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2023,0,Annual,NO2,21.2,2023-01,Annual,154 Grand Drive
4,Merton,51.398072,-0.22878234,DT,2024,0,Annual,NO2,17.9,2024-01,Annual,154 Grand Drive
5,Merton,51.399929,-0.24041284,DT,2017,0,Annual,NO2,42.0,2017-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2018,0,Annual,NO2,38.0,2018-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2019,0,Annual,NO2,33.0,2019-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2020,0,Annual,NO2,27.6,2020-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2021,0,Annual,NO2,29.4,2021-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2022,0,Annual,NO2,26.7,2022-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2023,0,Annual,NO2,24.8,2023-01,Annual,Sacred Heart PS
5,Merton,51.399929,-0.24041284,DT,2024,0,Annual,NO2,23.3,2024-01,Annual,Sacred Heart PS
6,Merton,51.408404,-0.22993605,DT,2017,0,Annual,NO2,45.0,2017-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2018,0,Annual,NO2,43.0,2018-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2019,0,Annual,NO2,43.0,2019-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2020,0,Annual,NO2,33.2,2020-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2021,0,Annual,NO2,35.6,2021-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2022,0,Annual,NO2,33.6,2022-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2023,0,Annual,NO2,29.3,2023-01,Annual,17 Grand Drive
6,Merton,51.408404,-0.22993605,DT,2024,0,Annual,NO2,22.7,2024-01,Annual,17 Grand Drive
7,Merton,51.409546,-0.21272314,DT,2017,0,Annual,NO2,44.0,2017-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2018,0,Annual,NO2,46.0,2018-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2019,0,Annual,NO2,41.0,2019-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2020,0,Annual,NO2,33.0,2020-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2021,0,Annual,NO2,34.5,2021-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2022,0,Annual,NO2,31.6,2022-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2023,0,Annual,NO2,28.9,2023-01,Annual,Kingston Road (A298)
7,Merton,51.409546,-0.21272314,DT,2024,0,Annual,NO2,23.4,2024-01,Annual,Kingston Road (A298)
8,Merton,51.409636,-0.22932769,DT,2017,0,Annual,NO2,53.0,2017-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2018,0,Annual,NO2,43.0,2018-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2019,0,Annual,NO2,46.0,2019-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2020,0,Annual,NO2,37.5,2020-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2021,0,Annual,NO2,38.0,2021-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2022,0,Annual,NO2,34.3,2022-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2023,0,Annual,NO2,31.6,2023-01,Annual,Coombe Lane
8,Merton,51.409636,-0.22932769,DT,2024,0,Annual,NO2,28.6,2024-01,Annual,Coombe Lane
9,Merton,51.409969,-0.22993314,DT,2017,0,Annual,NO2,43.0,2017-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2018,0,Annual,NO2,47.0,2018-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2019,0,Annual,NO2,43.0,2019-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2020,0,Annual,NO2,37.3,2020-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2021,0,Annual,NO2,35.5,2021-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2022,0,Annual,NO2,30.8,2022-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2023,0,Annual,NO2,26.3,2023-01,Annual,Lambton Road
9,Merton,51.409969,-0.22993314,DT,2024,0,Annual,NO2,28.6,2024-01,Annual,Lambton Road
11,Merton,51.415491,-0.19521952,DT,2017,0,Annual,NO2,35.0,2017-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2018,0,Annual,NO2,35.0,2018-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2019,0,Annual,NO2,34.0,2019-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2020,0,Annual,NO2,27.8,2020-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2021,0,Annual,NO2,27.9,2021-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2022,0,Annual,NO2,25.7,2022-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2023,0,Annual,NO2,22.9,2023-01,Annual,Kingston Road
11,Merton,51.415491,-0.19521952,DT,2024,0,Annual,NO2,18.6,2024-01,Annual,Kingston Road
12,Merton,51.411418,-0.22766267,DT,2017,0,Annual,NO2,30.0,2017-01,Annual,"Pepys Road 
Morden "
13,Merton,51.417575,-0.2298263,DT,2017,0,Annual,NO2,44.0,2017-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2018,0,Annual,NO2,37.0,2018-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2019,0,Annual,NO2,35.0,2019-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2020,0,Annual,NO2,23.4,2020-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2021,0,Annual,NO2,23.8,2021-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2022,0,Annual,NO2,19.8,2022-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2023,0,Annual,NO2,17.2,2023-01,Annual,Cottenham Park Road 
13,Merton,51.417575,-0.2298263,DT,2024,0,Annual,NO2,23.3,2024-01,Annual,Cottenham Park Road 
14,Merton,51.423342,-0.21635622,DT,2017,0,Annual,NO2,44.0,2017-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2018,0,Annual,NO2,42.0,2018-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2019,0,Annual,NO2,44.0,2019-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2020,0,Annual,NO2,26.9,2020-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2021,0,Annual,NO2,27.6,2021-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2022,0,Annual,NO2,25.2,2022-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2023,0,Annual,NO2,22.0,2023-01,Annual,20 The Ridgeway
14,Merton,51.423342,-0.21635622,DT,2024,0,Annual,NO2,24.9,2024-01,Annual,20 The Ridgeway
16,Merton,51.425104,-0.21692051,DT,2017,0,Annual,NO2,39.0,2017-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2018,0,Annual,NO2,45.0,2018-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2019,0,Annual,NO2,45.0,2019-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2020,0,Annual,NO2,32.6,2020-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2021,0,Annual,NO2,36.4,2021-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2022,0,Annual,NO2,31.1,2022-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2023,0,Annual,NO2,26.7,2023-01,Annual,84 High Street
16,Merton,51.425104,-0.21692051,DT,2024,0,Annual,NO2,22.6,2024-01,Annual,84 High Street
17,Merton,51.423179,-0.20921394,DT,2017,0,Annual,NO2,30.0,2017-01,Annual,Woodside Wimbledon
18,Merton,51.421829,-0.20800097,DT,2017,0,Annual,NO2,64.0,2017-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2018,0,Annual,NO2,66.0,2018-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2019,0,Annual,NO2,65.0,2019-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2020,0,Annual,NO2,56.9,2020-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2021,0,Annual,NO2,57.7,2021-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2022,0,Annual,NO2,52.3,2022-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2023,0,Annual,NO2,44.8,2023-01,Annual,25-27 Wimbledon Hill
18,Merton,51.421829,-0.20800097,DT,2024,0,Annual,NO2,41.7,2024-01,Annual,25-27 Wimbledon Hill
19,Merton,51.421094,-0.20696539,DT,2017,0,Annual,NO2,52.0,2017-01,Annual,Wimbledon Station
19,Merton,51.421094,-0.20696539,DT,2018,0,Annual,NO2,55.0,2018-01,Annual,Wimbledon Station
19,Merton,51.421094,-0.20696539,DT,2019,0,Annual,NO2,51.0,2019-01,Annual,Wimbledon Station
19,Merton,51.421094,-0.20696539,DT,2020,0,Annual,NO2,40.2,2020-01,Annual,Wimbledon Station
19,Merton,51.421094,-0.20696539,DT,2021,0,Annual,NO2,40.0,2021-01,Annual,Wimbledon Station
